source,engine,terrain,case,seed,outcome,completed,failure_flags
fresh,Isaac,flat,diagonal_-1_-1,8210,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8211,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8212,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8213,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8214,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8215,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8216,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8217,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8218,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8219,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8220,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8221,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8222,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8223,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8224,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8225,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8226,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8227,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8228,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8229,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8230,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8231,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8232,success,True,
fresh,Isaac,flat,turning_-1_-1,8201,success,True,
fresh,Isaac,flat,turning_-1_-1,8202,success,True,
fresh,Isaac,flat,turning_-1_-1,8203,success,True,
fresh,Isaac,flat,turning_-1_-1,8204,success,True,
fresh,Isaac,flat,turning_-1_-1,8205,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_-1_-1,8206,success,True,
fresh,Isaac,flat,turning_-1_-1,8207,success,True,
fresh,Isaac,flat,turning_-1_-1,8208,success,True,
fresh,Isaac,flat,turning_-1_-1,8209,success,True,
fresh,Isaac,flat,turning_-1_-1,8210,success,True,
fresh,Isaac,flat,turning_-1_-1,8211,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_-1_-1,8212,success,True,
fresh,Isaac,flat,turning_-1_-1,8213,success,True,
fresh,Isaac,flat,turning_-1_-1,8214,success,True,
fresh,Isaac,flat,turning_-1_-1,8215,success,True,
fresh,Isaac,flat,turning_-1_-1,8216,success,True,
fresh,Isaac,flat,turning_-1_-1,8217,success,True,
fresh,Isaac,flat,turning_-1_-1,8218,success,True,
fresh,Isaac,flat,turning_-1_-1,8219,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,turning_-1_-1,8220,success,True,
fresh,Isaac,flat,turning_-1_-1,8221,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,turning_-1_-1,8222,success,True,
fresh,Isaac,flat,turning_-1_-1,8223,success,True,
fresh,Isaac,flat,turning_-1_-1,8224,success,True,
fresh,Isaac,flat,turning_-1_-1,8225,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_-1_-1,8226,success,True,
fresh,Isaac,flat,turning_-1_-1,8227,success,True,
fresh,Isaac,flat,turning_-1_-1,8228,success,True,
fresh,Isaac,flat,turning_-1_-1,8229,success,True,
fresh,Isaac,flat,turning_-1_-1,8230,success,True,
fresh,Isaac,flat,turning_-1_-1,8231,success,True,
fresh,Isaac,flat,turning_-1_-1,8232,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8201,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8202,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8203,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8204,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8205,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8206,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8207,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8208,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8209,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8210,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8211,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8212,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8213,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8214,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8215,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8216,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8217,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8218,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8219,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,diagonal_-1_+1,8220,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8221,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8222,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8223,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8224,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8225,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8226,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8227,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8228,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8229,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8230,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8231,success,True,
fresh,Isaac,flat,diagonal_-1_+1,8232,success,True,
fresh,Isaac,flat,turning_-1_+1,8201,success,True,
fresh,Isaac,flat,turning_-1_+1,8202,success,True,
fresh,Isaac,flat,turning_-1_+1,8203,success,True,
fresh,Isaac,flat,turning_-1_+1,8204,success,True,
fresh,Isaac,flat,turning_-1_+1,8205,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_-1_+1,8206,success,True,
fresh,Isaac,flat,turning_-1_+1,8207,success,True,
fresh,Isaac,flat,turning_-1_+1,8208,success,True,
fresh,Isaac,flat,turning_-1_+1,8209,success,True,
fresh,Isaac,flat,turning_-1_+1,8210,success,True,
fresh,Isaac,flat,turning_-1_+1,8211,success,True,
fresh,Isaac,flat,turning_-1_+1,8212,success,True,
fresh,Isaac,flat,turning_-1_+1,8213,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,turning_-1_+1,8214,success,True,
fresh,Isaac,flat,turning_-1_+1,8215,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_-1_+1,8216,success,True,
fresh,Isaac,flat,turning_-1_+1,8217,success,True,
fresh,Isaac,flat,turning_-1_+1,8218,success,True,
fresh,Isaac,flat,turning_-1_+1,8219,success,True,
fresh,Isaac,flat,turning_-1_+1,8220,success,True,
fresh,Isaac,flat,turning_-1_+1,8221,success,True,
fresh,Isaac,flat,turning_-1_+1,8222,success,True,
fresh,Isaac,flat,turning_-1_+1,8223,success,True,
fresh,Isaac,flat,turning_-1_+1,8224,success,True,
fresh,Isaac,flat,turning_-1_+1,8225,success,True,
fresh,Isaac,flat,turning_-1_+1,8226,success,True,
fresh,Isaac,flat,turning_-1_+1,8227,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_-1_+1,8228,success,True,
fresh,Isaac,flat,turning_-1_+1,8229,success,True,
fresh,Isaac,flat,turning_-1_+1,8230,success,True,
fresh,Isaac,flat,turning_-1_+1,8231,success,True,
fresh,Isaac,flat,turning_-1_+1,8232,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8201,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8202,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8203,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8204,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8205,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8206,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8207,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8208,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8209,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,diagonal_+1_-1,8210,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8211,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8212,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8213,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8214,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8215,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8216,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8217,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8218,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8219,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8220,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8221,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8222,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8223,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8224,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8225,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8226,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8227,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8228,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8229,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8230,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8231,success,True,
fresh,Isaac,flat,diagonal_+1_-1,8232,success,True,
fresh,Isaac,flat,turning_+1_-1,8201,success,True,
fresh,Isaac,flat,turning_+1_-1,8202,success,True,
fresh,Isaac,flat,turning_+1_-1,8203,success,True,
fresh,Isaac,flat,turning_+1_-1,8204,success,True,
fresh,Isaac,flat,turning_+1_-1,8205,success,True,
fresh,Isaac,flat,turning_+1_-1,8206,success,True,
fresh,Isaac,flat,turning_+1_-1,8207,success,True,
fresh,Isaac,flat,turning_+1_-1,8208,success,True,
fresh,Isaac,flat,turning_+1_-1,8209,success,True,
fresh,Isaac,flat,turning_+1_-1,8210,success,True,
fresh,Isaac,flat,turning_+1_-1,8211,success,True,
fresh,Isaac,flat,turning_+1_-1,8212,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_+1_-1,8213,success,True,
fresh,Isaac,flat,turning_+1_-1,8214,success,True,
fresh,Isaac,flat,turning_+1_-1,8215,success,True,
fresh,Isaac,flat,turning_+1_-1,8216,success,True,
fresh,Isaac,flat,turning_+1_-1,8217,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_+1_-1,8218,success,True,
fresh,Isaac,flat,turning_+1_-1,8219,success,True,
fresh,Isaac,flat,turning_+1_-1,8220,success,True,
fresh,Isaac,flat,turning_+1_-1,8221,success,True,
fresh,Isaac,flat,turning_+1_-1,8222,success,True,
fresh,Isaac,flat,turning_+1_-1,8223,success,True,
fresh,Isaac,flat,turning_+1_-1,8224,success,True,
fresh,Isaac,flat,turning_+1_-1,8225,success,True,
fresh,Isaac,flat,turning_+1_-1,8226,success,True,
fresh,Isaac,flat,turning_+1_-1,8227,success,True,
fresh,Isaac,flat,turning_+1_-1,8228,success,True,
fresh,Isaac,flat,turning_+1_-1,8229,success,True,
fresh,Isaac,flat,turning_+1_-1,8230,success,True,
fresh,Isaac,flat,turning_+1_-1,8231,success,True,
fresh,Isaac,flat,turning_+1_-1,8232,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8201,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8202,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8203,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8204,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8205,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8206,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8207,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8208,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8209,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8210,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8211,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8212,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8213,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8214,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8215,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8216,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8217,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8218,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8219,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8220,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8221,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8222,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8223,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8224,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8225,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8226,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8227,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8228,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8229,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8230,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8231,success,True,
fresh,Isaac,flat,diagonal_+1_+1,8232,success,True,
fresh,Isaac,flat,turning_+1_+1,8201,success,True,
fresh,Isaac,flat,turning_+1_+1,8202,success,True,
fresh,Isaac,flat,turning_+1_+1,8203,success,True,
fresh,Isaac,flat,turning_+1_+1,8204,success,True,
fresh,Isaac,flat,turning_+1_+1,8205,success,True,
fresh,Isaac,flat,turning_+1_+1,8206,success,True,
fresh,Isaac,flat,turning_+1_+1,8207,success,True,
fresh,Isaac,flat,turning_+1_+1,8208,success,True,
fresh,Isaac,flat,turning_+1_+1,8209,success,True,
fresh,Isaac,flat,turning_+1_+1,8210,success,True,
fresh,Isaac,flat,turning_+1_+1,8211,success,True,
fresh,Isaac,flat,turning_+1_+1,8212,success,True,
fresh,Isaac,flat,turning_+1_+1,8213,success,True,
fresh,Isaac,flat,turning_+1_+1,8214,success,True,
fresh,Isaac,flat,turning_+1_+1,8215,success,True,
fresh,Isaac,flat,turning_+1_+1,8216,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_+1_+1,8217,success,True,
fresh,Isaac,flat,turning_+1_+1,8218,success,True,
fresh,Isaac,flat,turning_+1_+1,8219,success,True,
fresh,Isaac,flat,turning_+1_+1,8220,success,True,
fresh,Isaac,flat,turning_+1_+1,8221,success,True,
fresh,Isaac,flat,turning_+1_+1,8222,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_+1_+1,8223,success,True,
fresh,Isaac,flat,turning_+1_+1,8224,standstill_failure,True,standstill_failure
fresh,Isaac,flat,turning_+1_+1,8225,success,True,
fresh,Isaac,flat,turning_+1_+1,8226,success,True,
fresh,Isaac,flat,turning_+1_+1,8227,success,True,
fresh,Isaac,flat,turning_+1_+1,8228,success,True,
fresh,Isaac,flat,turning_+1_+1,8229,success,True,
fresh,Isaac,flat,turning_+1_+1,8230,success,True,
fresh,Isaac,flat,turning_+1_+1,8231,success,True,
fresh,Isaac,flat,turning_+1_+1,8232,success,True,
fresh,Isaac,flat,transitions_vx,8201,success,True,
fresh,Isaac,flat,transitions_vx,8202,success,True,
fresh,Isaac,flat,transitions_vx,8203,success,True,
fresh,Isaac,flat,transitions_vx,8204,success,True,
fresh,Isaac,flat,transitions_vx,8205,success,True,
fresh,Isaac,flat,transitions_vx,8206,success,True,
fresh,Isaac,flat,transitions_vx,8207,success,True,
fresh,Isaac,flat,transitions_vx,8208,success,True,
fresh,Isaac,flat,transitions_vx,8209,success,True,
fresh,Isaac,flat,transitions_vx,8210,success,True,
fresh,Isaac,flat,transitions_vx,8211,success,True,
fresh,Isaac,flat,transitions_vx,8212,success,True,
fresh,Isaac,flat,transitions_vx,8213,success,True,
fresh,Isaac,flat,transitions_vx,8214,success,True,
fresh,Isaac,flat,transitions_vx,8215,success,True,
fresh,Isaac,flat,transitions_vx,8216,success,True,
fresh,Isaac,flat,transitions_vx,8217,success,True,
fresh,Isaac,flat,transitions_vx,8218,success,True,
fresh,Isaac,flat,transitions_vx,8219,success,True,
fresh,Isaac,flat,transitions_vx,8220,success,True,
fresh,Isaac,flat,transitions_vx,8221,success,True,
fresh,Isaac,flat,transitions_vx,8222,success,True,
fresh,Isaac,flat,transitions_vx,8223,success,True,
fresh,Isaac,flat,transitions_vx,8224,success,True,
fresh,Isaac,flat,transitions_vx,8225,success,True,
fresh,Isaac,flat,transitions_vx,8226,success,True,
fresh,Isaac,flat,transitions_vx,8227,success,True,
fresh,Isaac,flat,transitions_vx,8228,success,True,
fresh,Isaac,flat,transitions_vx,8229,success,True,
fresh,Isaac,flat,transitions_vx,8230,success,True,
fresh,Isaac,flat,transitions_vx,8231,success,True,
fresh,Isaac,flat,transitions_vx,8232,success,True,
fresh,Isaac,flat,transitions_vy,8201,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8202,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8203,success,True,
fresh,Isaac,flat,transitions_vy,8204,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8205,success,True,
fresh,Isaac,flat,transitions_vy,8206,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8207,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8208,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8209,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8210,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8211,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8212,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8213,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8214,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8215,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8216,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8217,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8218,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8219,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8220,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8221,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8222,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8223,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8224,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8225,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8226,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8227,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8228,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8229,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8230,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_vy,8231,success,True,
fresh,Isaac,flat,transitions_vy,8232,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_wz,8201,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8202,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8203,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8204,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8205,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8206,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8207,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8208,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8209,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8210,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8211,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8212,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8213,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8214,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8215,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8216,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8217,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8218,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8219,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8220,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8221,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8222,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8223,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8224,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8225,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8226,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8227,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8228,tracking_failure,True,tracking_failure
fresh,Isaac,flat,transitions_wz,8229,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8230,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8231,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,transitions_wz,8232,tracking_failure,True,command_transition_failure|tracking_failure
