source,engine,terrain,case,seed,outcome,completed,failure_flags
fresh,Isaac,flat,vy_-0.70,8225,success,True,
fresh,Isaac,flat,vy_-0.70,8226,success,True,
fresh,Isaac,flat,vy_-0.70,8227,success,True,
fresh,Isaac,flat,vy_-0.70,8228,success,True,
fresh,Isaac,flat,vy_-0.70,8229,success,True,
fresh,Isaac,flat,vy_-0.70,8230,success,True,
fresh,Isaac,flat,vy_-0.70,8231,success,True,
fresh,Isaac,flat,vy_-0.70,8232,success,True,
fresh,Isaac,flat,vy_+0.70,8201,success,True,
fresh,Isaac,flat,vy_+0.70,8202,success,True,
fresh,Isaac,flat,vy_+0.70,8203,success,True,
fresh,Isaac,flat,vy_+0.70,8204,success,True,
fresh,Isaac,flat,vy_+0.70,8205,success,True,
fresh,Isaac,flat,vy_+0.70,8206,success,True,
fresh,Isaac,flat,vy_+0.70,8207,success,True,
fresh,Isaac,flat,vy_+0.70,8208,success,True,
fresh,Isaac,flat,vy_+0.70,8209,success,True,
fresh,Isaac,flat,vy_+0.70,8210,success,True,
fresh,Isaac,flat,vy_+0.70,8211,success,True,
fresh,Isaac,flat,vy_+0.70,8212,success,True,
fresh,Isaac,flat,vy_+0.70,8213,success,True,
fresh,Isaac,flat,vy_+0.70,8214,success,True,
fresh,Isaac,flat,vy_+0.70,8215,success,True,
fresh,Isaac,flat,vy_+0.70,8216,success,True,
fresh,Isaac,flat,vy_+0.70,8217,success,True,
fresh,Isaac,flat,vy_+0.70,8218,success,True,
fresh,Isaac,flat,vy_+0.70,8219,success,True,
fresh,Isaac,flat,vy_+0.70,8220,success,True,
fresh,Isaac,flat,vy_+0.70,8221,success,True,
fresh,Isaac,flat,vy_+0.70,8222,success,True,
fresh,Isaac,flat,vy_+0.70,8223,success,True,
fresh,Isaac,flat,vy_+0.70,8224,success,True,
fresh,Isaac,flat,vy_+0.70,8225,success,True,
fresh,Isaac,flat,vy_+0.70,8226,success,True,
fresh,Isaac,flat,vy_+0.70,8227,success,True,
fresh,Isaac,flat,vy_+0.70,8228,success,True,
fresh,Isaac,flat,vy_+0.70,8229,success,True,
fresh,Isaac,flat,vy_+0.70,8230,success,True,
fresh,Isaac,flat,vy_+0.70,8231,success,True,
fresh,Isaac,flat,vy_+0.70,8232,success,True,
fresh,Isaac,flat,vy_-1.00,8201,success,True,
fresh,Isaac,flat,vy_-1.00,8202,success,True,
fresh,Isaac,flat,vy_-1.00,8203,success,True,
fresh,Isaac,flat,vy_-1.00,8204,success,True,
fresh,Isaac,flat,vy_-1.00,8205,success,True,
fresh,Isaac,flat,vy_-1.00,8206,success,True,
fresh,Isaac,flat,vy_-1.00,8207,success,True,
fresh,Isaac,flat,vy_-1.00,8208,success,True,
fresh,Isaac,flat,vy_-1.00,8209,success,True,
fresh,Isaac,flat,vy_-1.00,8210,success,True,
fresh,Isaac,flat,vy_-1.00,8211,success,True,
fresh,Isaac,flat,vy_-1.00,8212,success,True,
fresh,Isaac,flat,vy_-1.00,8213,success,True,
fresh,Isaac,flat,vy_-1.00,8214,success,True,
fresh,Isaac,flat,vy_-1.00,8215,success,True,
fresh,Isaac,flat,vy_-1.00,8216,success,True,
fresh,Isaac,flat,vy_-1.00,8217,success,True,
fresh,Isaac,flat,vy_-1.00,8218,success,True,
fresh,Isaac,flat,vy_-1.00,8219,success,True,
fresh,Isaac,flat,vy_-1.00,8220,success,True,
fresh,Isaac,flat,vy_-1.00,8221,success,True,
fresh,Isaac,flat,vy_-1.00,8222,success,True,
fresh,Isaac,flat,vy_-1.00,8223,success,True,
fresh,Isaac,flat,vy_-1.00,8224,success,True,
fresh,Isaac,flat,vy_-1.00,8225,success,True,
fresh,Isaac,flat,vy_-1.00,8226,success,True,
fresh,Isaac,flat,vy_-1.00,8227,success,True,
fresh,Isaac,flat,vy_-1.00,8228,success,True,
fresh,Isaac,flat,vy_-1.00,8229,success,True,
fresh,Isaac,flat,vy_-1.00,8230,success,True,
fresh,Isaac,flat,vy_-1.00,8231,success,True,
fresh,Isaac,flat,vy_-1.00,8232,success,True,
fresh,Isaac,flat,vy_+1.00,8201,success,True,
fresh,Isaac,flat,vy_+1.00,8202,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8203,success,True,
fresh,Isaac,flat,vy_+1.00,8204,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8205,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8206,success,True,
fresh,Isaac,flat,vy_+1.00,8207,success,True,
fresh,Isaac,flat,vy_+1.00,8208,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8209,success,True,
fresh,Isaac,flat,vy_+1.00,8210,success,True,
fresh,Isaac,flat,vy_+1.00,8211,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8212,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8213,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8214,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8215,success,True,
fresh,Isaac,flat,vy_+1.00,8216,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8217,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8218,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8219,success,True,
fresh,Isaac,flat,vy_+1.00,8220,success,True,
fresh,Isaac,flat,vy_+1.00,8221,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8222,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8223,success,True,
fresh,Isaac,flat,vy_+1.00,8224,success,True,
fresh,Isaac,flat,vy_+1.00,8225,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,vy_+1.00,8226,success,True,
fresh,Isaac,flat,vy_+1.00,8227,success,True,
fresh,Isaac,flat,vy_+1.00,8228,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8229,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8230,success,True,
fresh,Isaac,flat,vy_+1.00,8231,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,vy_+1.00,8232,success,True,
fresh,Isaac,flat,wz_-0.30,8201,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8202,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8203,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8204,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8205,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8206,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8207,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8208,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8209,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8210,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8211,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8212,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8213,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8214,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8215,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8216,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8217,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8218,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8219,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8220,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8221,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8222,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8223,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8224,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8225,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8226,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8227,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8228,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8229,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8230,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8231,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_-0.30,8232,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8201,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8202,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8203,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8204,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8205,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8206,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8207,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8208,tracking_failure,True,tracking_failure
fresh,Isaac,flat,wz_+0.30,8209,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8210,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8211,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8212,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8213,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8214,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8215,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8216,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8217,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8218,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8219,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8220,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8221,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8222,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8223,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8224,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8225,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8226,tracking_failure,True,standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8227,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8228,tracking_failure,True,standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8229,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8230,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8231,tracking_failure,True,command_transition_failure|standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.30,8232,tracking_failure,True,command_transition_failure|tracking_failure
fresh,Isaac,flat,wz_-0.50,8201,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.50,8202,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.50,8203,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8204,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.50,8205,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8206,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8207,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_-0.50,8208,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8209,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8210,success,True,
fresh,Isaac,flat,wz_-0.50,8211,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8212,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8213,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8214,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_-0.50,8215,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.50,8216,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8217,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8218,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8219,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8220,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8221,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8222,success,True,
fresh,Isaac,flat,wz_-0.50,8223,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8224,success,True,
fresh,Isaac,flat,wz_-0.50,8225,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8226,success,True,
fresh,Isaac,flat,wz_-0.50,8227,success,True,
fresh,Isaac,flat,wz_-0.50,8228,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.50,8229,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8230,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8231,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.50,8232,success,True,
fresh,Isaac,flat,wz_+0.50,8201,success,True,
fresh,Isaac,flat,wz_+0.50,8202,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_+0.50,8203,tracking_failure,True,tracking_failure
fresh,Isaac,flat,wz_+0.50,8204,success,True,
fresh,Isaac,flat,wz_+0.50,8205,success,True,
fresh,Isaac,flat,wz_+0.50,8206,success,True,
fresh,Isaac,flat,wz_+0.50,8207,success,True,
fresh,Isaac,flat,wz_+0.50,8208,success,True,
fresh,Isaac,flat,wz_+0.50,8209,success,True,
fresh,Isaac,flat,wz_+0.50,8210,success,True,
fresh,Isaac,flat,wz_+0.50,8211,tracking_failure,True,standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.50,8212,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_+0.50,8213,success,True,
fresh,Isaac,flat,wz_+0.50,8214,success,True,
fresh,Isaac,flat,wz_+0.50,8215,tracking_failure,True,tracking_failure
fresh,Isaac,flat,wz_+0.50,8216,success,True,
fresh,Isaac,flat,wz_+0.50,8217,success,True,
fresh,Isaac,flat,wz_+0.50,8218,success,True,
fresh,Isaac,flat,wz_+0.50,8219,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_+0.50,8220,success,True,
fresh,Isaac,flat,wz_+0.50,8221,success,True,
fresh,Isaac,flat,wz_+0.50,8222,success,True,
fresh,Isaac,flat,wz_+0.50,8223,success,True,
fresh,Isaac,flat,wz_+0.50,8224,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_+0.50,8225,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_+0.50,8226,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_+0.50,8227,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_+0.50,8228,success,True,
fresh,Isaac,flat,wz_+0.50,8229,tracking_failure,True,standstill_failure|tracking_failure
fresh,Isaac,flat,wz_+0.50,8230,success,True,
fresh,Isaac,flat,wz_+0.50,8231,success,True,
fresh,Isaac,flat,wz_+0.50,8232,success,True,
fresh,Isaac,flat,wz_-0.70,8201,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8202,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8203,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8204,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8205,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8206,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8207,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8208,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8209,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8210,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8211,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8212,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8213,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8214,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8215,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.70,8216,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8217,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8218,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8219,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8220,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8221,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8222,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8223,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.70,8224,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8225,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8226,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.70,8227,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8228,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8229,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8230,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-0.70,8231,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-0.70,8232,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8201,success,True,
fresh,Isaac,flat,wz_+0.70,8202,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8203,success,True,
fresh,Isaac,flat,wz_+0.70,8204,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8205,success,True,
fresh,Isaac,flat,wz_+0.70,8206,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8207,success,True,
fresh,Isaac,flat,wz_+0.70,8208,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8209,success,True,
fresh,Isaac,flat,wz_+0.70,8210,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8211,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8212,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8213,success,True,
fresh,Isaac,flat,wz_+0.70,8214,success,True,
fresh,Isaac,flat,wz_+0.70,8215,success,True,
fresh,Isaac,flat,wz_+0.70,8216,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8217,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8218,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8219,success,True,
fresh,Isaac,flat,wz_+0.70,8220,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8221,success,True,
fresh,Isaac,flat,wz_+0.70,8222,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8223,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+0.70,8224,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_+0.70,8225,success,True,
fresh,Isaac,flat,wz_+0.70,8226,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_+0.70,8227,success,True,
fresh,Isaac,flat,wz_+0.70,8228,unsafe,False,tracking_failure|unsafe
fresh,Isaac,flat,wz_+0.70,8229,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_+0.70,8230,success,True,
fresh,Isaac,flat,wz_+0.70,8231,success,True,
fresh,Isaac,flat,wz_+0.70,8232,standstill_failure,True,standstill_failure
fresh,Isaac,flat,wz_-1.00,8201,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8202,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8203,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8204,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8205,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8206,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8207,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-1.00,8208,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8209,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8210,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8211,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8212,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8213,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8214,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8215,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8216,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8217,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-1.00,8218,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-1.00,8219,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_-1.00,8220,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8221,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8222,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8223,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8224,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8225,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8226,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8227,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8228,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8229,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8230,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8231,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_-1.00,8232,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8201,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8202,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8203,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8204,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8205,unsafe,False,tracking_failure|unsafe
fresh,Isaac,flat,wz_+1.00,8206,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8207,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8208,success,True,
fresh,Isaac,flat,wz_+1.00,8209,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8210,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8211,unsafe,False,tracking_failure|unsafe
fresh,Isaac,flat,wz_+1.00,8212,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8213,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8214,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8215,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_+1.00,8216,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8217,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8218,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8219,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8220,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8221,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8222,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_+1.00,8223,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8224,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8225,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8226,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8227,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8228,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8229,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8230,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,wz_+1.00,8231,command_transition_failure,True,command_transition_failure|standstill_failure
fresh,Isaac,flat,wz_+1.00,8232,command_transition_failure,True,command_transition_failure
fresh,Isaac,flat,diagonal_-1_-1,8201,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8202,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8203,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8204,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8205,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8206,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8207,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8208,success,True,
fresh,Isaac,flat,diagonal_-1_-1,8209,success,True,
